x	y	ymas	ymenos
1	85.6257870509063	1.1751597719384	1.1751597719384
2.14285714285714	83.6869622820363	1.7023176606082	1.6817257410316
3.28571428571429	82.6209625026092	1.98774318215379	1.95263564391689
4.42857142857143	81.8855159610139	2.18279630569374	2.1363550486389
5.57142857142857	81.3248370486123	2.33046069318101	2.27465614762571
6.71428571428571	80.8722997045298	2.44898291184235	2.38516534117382
7.85714285714286	80.4932487929042	2.54780027989018	2.4769578627857
9	80.1673619131355	2.63242163119152	2.55531164997188
