   0.0000000e+00   0.0000000e+00   6.9457242e+01
   2.0000000e-01   0.0000000e+00   6.9746902e+01
   4.0000000e-01   0.0000000e+00   7.0036562e+01
   6.0000000e-01   0.0000000e+00   7.0326222e+01
   8.0000000e-01   0.0000000e+00   7.0615882e+01
   1.0000000e+00   0.0000000e+00   7.0905542e+01
   1.2000000e+00   0.0000000e+00   7.1195202e+01
   1.4000000e+00   0.0000000e+00   7.1567185e+01
   1.6000000e+00   0.0000000e+00   7.2069174e+01
   1.8000000e+00   0.0000000e+00   7.2591006e+01
   2.0000000e+00   0.0000000e+00   7.3043871e+01
   2.2000000e+00   0.0000000e+00   7.3354214e+01
   2.4000000e+00   0.0000000e+00   7.3446381e+01
   2.6000000e+00   0.0000000e+00   7.3292504e+01
   2.8000000e+00   0.0000000e+00   7.3069126e+01
   3.0000000e+00   0.0000000e+00   7.2845485e+01
   3.2000000e+00   0.0000000e+00   7.2660439e+01
   3.4000000e+00   0.0000000e+00   7.2510280e+01
   3.6000000e+00   0.0000000e+00   7.2514031e+01
   3.8000000e+00   0.0000000e+00   7.2763964e+01
   4.0000000e+00   0.0000000e+00   7.3139566e+01
   4.2000000e+00   0.0000000e+00   7.3536612e+01
   4.4000000e+00   0.0000000e+00   7.3873960e+01
   4.6000000e+00   0.0000000e+00   7.4081536e+01
   4.8000000e+00   0.0000000e+00   7.4032677e+01
   5.0000000e+00   0.0000000e+00   7.3838971e+01
   5.2000000e+00   0.0000000e+00   7.3585400e+01
   5.4000000e+00   0.0000000e+00   7.3330251e+01
   5.6000000e+00   0.0000000e+00   7.3126459e+01
   5.8000000e+00   0.0000000e+00   7.3035292e+01
   6.0000000e+00   0.0000000e+00   7.3065816e+01
   6.2000000e+00   0.0000000e+00   7.3148085e+01
   6.4000000e+00   0.0000000e+00   7.3246069e+01
   6.6000000e+00   0.0000000e+00   7.3337615e+01
   6.8000000e+00   0.0000000e+00   7.3406462e+01
   7.0000000e+00   0.0000000e+00   7.3420529e+01
   7.2000000e+00   0.0000000e+00   7.3438554e+01
   7.4000000e+00   0.0000000e+00   7.3466901e+01
   7.6000000e+00   0.0000000e+00   7.3499903e+01
   7.8000000e+00   0.0000000e+00   7.3537280e+01
   8.0000000e+00   0.0000000e+00   7.3577777e+01
   8.2000000e+00   0.0000000e+00   7.3590651e+01
   8.4000000e+00   0.0000000e+00   7.3563019e+01
   8.6000000e+00   0.0000000e+00   7.3510245e+01
   8.8000000e+00   0.0000000e+00   7.3449481e+01
   9.0000000e+00   0.0000000e+00   7.3385289e+01
   9.2000000e+00   0.0000000e+00   7.3368350e+01
   9.4000000e+00   0.0000000e+00   7.3414300e+01
   9.6000000e+00   0.0000000e+00   7.3496890e+01
   9.8000000e+00   0.0000000e+00   7.3590619e+01
   1.0000000e+01   0.0000000e+00   7.3674820e+01
   1.0200000e+01   0.0000000e+00   7.3736510e+01
   1.0400000e+01   0.0000000e+00   7.3691912e+01
   1.0600000e+01   0.0000000e+00   7.3564110e+01
   1.0800000e+01   0.0000000e+00   7.3410678e+01
   1.1000000e+01   0.0000000e+00   7.3297210e+01
   1.1200000e+01   0.0000000e+00   7.3203600e+01
   1.1400000e+01   0.0000000e+00   7.3111863e+01
   1.1600000e+01   0.0000000e+00   7.3020126e+01
   1.1800000e+01   0.0000000e+00   7.2928389e+01
   1.2000000e+01   0.0000000e+00   7.2836652e+01
   1.2200000e+01   0.0000000e+00   7.2744915e+01
   1.2400000e+01   0.0000000e+00   7.2653178e+01
   0.0000000e+00   2.0000000e-01   6.9803377e+01
   2.0000000e-01   2.0000000e-01   7.0093037e+01
   4.0000000e-01   2.0000000e-01   7.0382697e+01
   6.0000000e-01   2.0000000e-01   7.0672357e+01
   8.0000000e-01   2.0000000e-01   7.0962017e+01
   1.0000000e+00   2.0000000e-01   7.1251677e+01
   1.2000000e+00   2.0000000e-01   7.1541337e+01
   1.4000000e+00   2.0000000e-01   7.1892816e+01
   1.6000000e+00   2.0000000e-01   7.2354948e+01
   1.8000000e+00   2.0000000e-01   7.2833215e+01
   2.0000000e+00   2.0000000e-01   7.3242046e+01
   2.2000000e+00   2.0000000e-01   7.3507310e+01
   2.4000000e+00   2.0000000e-01   7.3556651e+01
   2.6000000e+00   2.0000000e-01   7.3389038e+01
   2.8000000e+00   2.0000000e-01   7.3157327e+01
   3.0000000e+00   2.0000000e-01   7.2925988e+01
   3.2000000e+00   2.0000000e-01   7.2735208e+01
   3.4000000e+00   2.0000000e-01   7.2593248e+01
   3.6000000e+00   2.0000000e-01   7.2604131e+01
   3.8000000e+00   2.0000000e-01   7.2842459e+01
   4.0000000e+00   2.0000000e-01   7.3201915e+01
   4.2000000e+00   2.0000000e-01   7.3583061e+01
   4.4000000e+00   2.0000000e-01   7.3903676e+01
   4.6000000e+00   2.0000000e-01   7.4090152e+01
   4.8000000e+00   2.0000000e-01   7.4042119e+01
